Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,Interview_Q
29 Aug 2017,"Anonymous Employee in Alexandria, VA (US)",Fios Technician,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 5+ weeks. I interviewed at Verizon (Alexandria, VA (US)) in August 2017.",Application,"When was it a time you had a difficult customer?
How did you help them?
What was the solution/outcome? Â  Answer Question"
24 Aug 2017,Anonymous Employee,Solutions Manager,Accepted Offer,Positive Experience,Average Interview,Not too much pressure and overall a laid back interview. Knowing your stuff and being prepared is key. The process if getting hired from the outside can take some time,Application,cannot recall Â  Answer Question
19 Aug 2017,Anonymous Employee,Customer Service Specialist,Accepted Offer,Positive Experience,,Applied for the position online and received the assessment in about 2 weeks.. Passed the assessment and received a email to schedule a phone interview.. Had my phone interview; which was about 47min and before I got off the phone I was offered a second interview with a hiring manager.. Had my second interview that same week on a Friday.. Interview seemed like it was amazing and I was very confident in myself.. Before ending the second interview I was advised to wait at least a week before I heard back from Verizon.. I didn't hear back within that week but I knew it would probably be longer since Fathers Day was coming up.. After 2 weeks I tried to reach out but was not able to speak with a recruiter since I haven't heard anything.. I was advised after speaking with someone from corporate office that they were still interviewing and getting ready to make final decisions.. I received a call a month later and offered the position.. So from beginning to end it took about a month.,Application,How would you handle a irate customer?? Â  Answer Question
7 Aug 2017,Anonymous Employee,Sales,Accepted Offer,Positive Experience,Easy Interview,I applied through a recruiter. I interviewed at Verizon.,Application,"What are my personal/professional goals for both short, and long term? Â  Answer Question"
5 Aug 2017,"Anonymous Interview Candidate in Irving, TX (US)",Inside Sales Telesales Representative,Declined Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at Verizon (Irving, TX (US)).",Application,What's motivates you? Â  1 Answer
3 Aug 2017,Anonymous Employee,Lead Engineer (Specialist) - Client Services Assurance,Accepted Offer,Positive Experience,Easy Interview,I applied through a staffing agency. I interviewed at Verizon.,Application,OSI Layer Â  1 Answer
11 Sep 2017,"Anonymous Employee in Chicago, IL (US)",Solutions Specialist,Accepted Offer,Positive Experience,Easy Interview,"I applied through a recruiter. I interviewed at Verizon (Chicago, IL (US)) in August 2017.",Application,Tell me about a time when you had to face a difficult sales situation Â  1 Answer
13 Jul 2017,Anonymous Interview Candidate,Retail Sales Representative,Declined Offer,Negative Experience,Easy Interview,The process took 2 weeks. I interviewed at Verizon.,Application,Typical sales/behavioral questions. Â  Answer Question
17 Oct 2017,"Anonymous Interview Candidate in Chicago, IL (US)",Java Developer,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Verizon (Chicago, IL (US)) in August 2017.",Application,"More about Strings. String buffer, String literal. Advantages of Hash table and a program on Hash table. Â  Answer Question"
7 Sep 2017,Anonymous Interview Candidate,Design Thinking Manager,No Offer,Negative Experience,,I applied online. I interviewed at Verizon in August 2017.,Application,What is the most interesting project you have worked on? Â  Answer Question
5 Oct 2017,"Anonymous Interview Candidate in Greenville, SC (US)",Inside Sales Representative,No Offer,Negative Experience,Difficult Interview,"The process took 4+ weeks. I interviewed at Verizon (Greenville, SC (US)) in August 2017.",Application,I was told to sell the interviewer my phone. Â  Answer Question
18 Sep 2019,"Anonymous Interview Candidate in Basking Ridge, NJ (US)",Senior Manager,No Offer,Negative Experience,Average Interview,"I applied online. The process took 8+ weeks. I interviewed at Verizon (Basking Ridge, NJ (US)) in August 2017.",Application,Where do see yourself in 5 years? Â  1 Answer
20 Aug 2017,"Anonymous Interview Candidate in Milwaukee, WI (US)",Receptionist,No Offer,Neutral Experience,Easy Interview,"I applied online. I interviewed at Verizon (Milwaukee, WI (US)) in August 2017.",Application,How did you hear about out company? Â  1 Answer
14 Nov 2017,"Anonymous Interview Candidate in Atlanta, GA (US)",Business Government Customer Coordinator,Declined Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at Verizon (Atlanta, GA (US)) in August 2017.",Application,How much customer service experience do you have? Â  Answer Question
27 Jul 2017,Anonymous Employee,Retail Sales Associate,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Verizon.,Application,Describe a moment you worked with a rude customer and how you overcame their objections? Â  Answer Question
17 Jul 2017,Anonymous Interview Candidate,Solutions Specialist,Declined Offer,Positive Experience,Average Interview,I applied online. I interviewed at Verizon.,Application,What about the company Credo stood out to you? Â  Answer Question
22 Jul 2017,"Anonymous Interview Candidate in Chicago, IL (US)",Small Medium Business Specialist,No Offer,Negative Experience,Difficult Interview,"I applied online. I interviewed at Verizon (Chicago, IL (US)).",Application,How do you handle high stress situations? Â  Answer Question
18 Jul 2017,Anonymous Interview Candidate,Customer Service Representative,No Offer,Positive Experience,Average Interview,I applied online. I interviewed at Verizon.,Application,Just asked a lot of scenario questions Â  Answer Question
22 Sep 2017,"Anonymous Interview Candidate in Orlando, FL (US)",Senior Financial Analyst,No Offer,Negative Experience,Difficult Interview,"I applied in-person. The process took 7+ weeks. I interviewed at Verizon (Orlando, FL (US)) in July 2017.",Application,How do you handle competing priorities? Â  Answer Question
10 Jul 2017,"Anonymous Employee in San Antonio, TX (US)",Cell Technician,Accepted Offer,Positive Experience,Average Interview,"I applied through other source. I interviewed at Verizon (San Antonio, TX (US)).",Application,Basic technical questions related to telecommunications Â  Answer Question
22 Jun 2017,Anonymous Interview Candidate,Retail Sales Representative,No Offer,Positive Experience,Easy Interview,I applied in-person. The process took 2+ weeks. I interviewed at Verizon.,Application,Why do you want to work with Verizon? Â  1 Answer
15 Jul 2017,"Anonymous Employee in Panama City, FL (US)",Solutions Specialist,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Verizon (Panama City, FL (US)) in July 2017.",Application,"Standard questions, situational, and role play. Â  1 Answer"
5 Aug 2017,"Anonymous Employee in South Plainfield, NJ (US)",Fios Technician,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Verizon (South Plainfield, NJ (US)) in July 2017.",Application,Nothing difficult . Especially if you are coming from the same field . Sorry im not much help because i did the same for another company so its just second nature to me Â  Answer Question
19 Jul 2017,"Anonymous Interview Candidate in Richmond, VA (US)",Fios Technician,No Offer,Negative Experience,Difficult Interview,"I applied online. I interviewed at Verizon (Richmond, VA (US)) in July 2017.",Application,"Why do you want to work at Verizon? What do you do to manage your free time during the day? You're a tech at a house and the customer is throwing things at you in anger, what do you do? Wtf? You're a technician and you don't like your boss, what do you do to talk to him? Â  1 Answer"
6 Oct 2017,Anonymous Interview Candidate,Internship,No Offer,Neutral Experience,Average Interview,I applied online. The process took a week. I interviewed at Verizon in July 2017.,Application,"What are your short and long term goals, why do you want to work at verizon - basically all behavioral Â  Answer Question"
8 Sep 2017,"Anonymous Employee in Fort Wayne, IN (US)",Account Executive,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. I interviewed at Verizon (Fort Wayne, IN (US)) in July 2017.",Application,Describe how you would approach a cold call (i.e. waking into a place of business and introducing yourself) and sell Verizon Wireless. Â  1 Answer
12 Jul 2017,"Anonymous Employee in Miami, FL (US)",Solutions Specialist,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Verizon (Miami, FL (US)) in July 2017.",Application,why Verizon? Â  Answer Question
5 Jul 2017,"Anonymous Interview Candidate in Phoenix, AZ (US)",Solutions Specialist,No Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Verizon (Phoenix, AZ (US)) in July 2017.",Application,"""Do you have any questions for us?"" Â  Answer Question"
1 Oct 2018,"Anonymous Employee in Oshkosh, WI (US)",Solutions Specialist,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Verizon (Oshkosh, WI (US)) in July 2017.",Application,How do you make the team around you better? Â  Answer Question
30 Jul 2017,"Anonymous Interview Candidate in West Valley City, UT (US)",Sales Representative,Declined Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Verizon (West Valley City, UT (US)) in July 2017.",Application,Why Verizon? Â  1 Answer
31 Jul 2017,"Anonymous Interview Candidate in Kansas City, MO (US)",Sales Associate,No Offer,Negative Experience,Average Interview,"I applied online. I interviewed at Verizon (Kansas City, MO (US)) in July 2017.",Application,How did you handle an irrate customer? Â  Answer Question
10 Apr 2019,"Anonymous Employee in San Diego, CA (US)",Member of Technical Staff,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 days. I interviewed at Verizon (San Diego, CA (US)) in July 2017.",Application,Reverse a string. Design paatebin. Reverse linkedlist. Delete a node in linkedlist in one traversal. Â  Answer Question
17 Feb 2020,"Anonymous Interview Candidate in Newark, NJ (US)",ECommerce Manager,No Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Verizon (Newark, NJ (US)) in July 2017.",Application,Prior experience Â  Answer Question
15 Jun 2017,"Anonymous Employee in Irving, TX (US)",Business Analyst,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Verizon (Irving, TX (US)).",Application,"Describe a time when you had to deal with an issue that caused a project to be late, how did you handle that issue? Â  Answer Question"
15 Jun 2017,Anonymous Employee,Associate Network Engineer,Accepted Offer,Positive Experience,Average Interview,"Typical interview; ask about your interests, hobbies, professional experience, etc. The interview was short and to the point. When dressing for the interview, it is recommended to dress formally. There were some questions that I couldn't answer, but answered them honestly.",Application,What are your career aspirations? Â  Answer Question
20 Jun 2017,"Anonymous Employee in Huntsville, AL (US)",Customer Service Advisor,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. I interviewed at Verizon (Huntsville, AL (US)).",Application,What do you value in a workplace and how to you contribute to your work culture? Â  Answer Question
27 Jun 2017,"Anonymous Interview Candidate in Alpharetta, GA (US)",Work At Home Telephone Customer Service Representative,No Offer,Negative Experience,Difficult Interview,"I applied online. I interviewed at Verizon (Alpharetta, GA (US)) in June 2017.",Application,why do you want to leave your job? Â  Answer Question
14 Jun 2017,"Anonymous Interview Candidate in New York, NY (US)",Product Open Innovation Opportunity,No Offer,Negative Experience,Easy Interview,"I applied online. I interviewed at Verizon (New York, NY (US)).",Application,Asked about machine learning projects why did you use that particular classifier? Â  1 Answer
20 Jun 2017,"Anonymous Employee in Union, NJ (US)",Sales Representative,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Verizon (Union, NJ (US)) in June 2017.",Application,Describe a time when you had to deal with a rude customer and how you dealt with the situation Â  Answer Question
1 Jul 2017,"Anonymous Interview Candidate in Basking Ridge, NJ (US)",Associate Director,No Offer,Neutral Experience,Easy Interview,"I applied online. I interviewed at Verizon (Basking Ridge, NJ (US)) in June 2017.",Application,Stars Questions Â  1 Answer
29 Jun 2018,Anonymous Employee,Solutions Specialist,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 4 weeks. I interviewed at Verizon in June 2017.,Application,Are you good with Sales..? How would you feel in a commission based position..? Â  Answer Question
17 Dec 2017,"Anonymous Interview Candidate in Cary, NC (US)",Senior Product Manager,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Verizon (Cary, NC (US)) in June 2017.",Application,They asked to see previous power point decks that I had created. Â  1 Answer
18 Dec 2017,"Anonymous Interview Candidate in Maitland, FL (US)",Senior Financial Analyst,No Offer,Negative Experience,Average Interview,"I applied through a recruiter. The process took 2 weeks. I interviewed at Verizon (Maitland, FL (US)) in June 2017.",Application,State a difficult situation between a client and yourself and the actions you took. Â  Answer Question
14 Jun 2017,"Anonymous Interview Candidate in Rolling Meadows, IL (US)",Customer Service Representative,No Offer,Negative Experience,Easy Interview,"I applied online. I interviewed at Verizon (Rolling Meadows, IL (US)) in June 2017.",Application,They never called for my scheduled phone interview Â  Answer Question
20 Jun 2017,"Anonymous Employee in Elgin, SC (US)",Customer Service Specialist,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Verizon (Elgin, SC (US)) in June 2017.",Application,"He asked me about a time where I had to deal with an irate customer.
He asked me to sell a product
After the role play, he asked why I took that route and how did I feel? Â  1 Answer"
7 Oct 2017,"Anonymous Employee in Elgin, SC (US)",Customer Service Specialist,Accepted Offer,Neutral Experience,Average Interview,"I applied online. I interviewed at Verizon (Elgin, SC (US)) in June 2017.",Application,How would you handle an irate customer? Â  Answer Question
11 Aug 2017,"Anonymous Employee in Ashburn, VA (US)",Tier I,Accepted Offer,Neutral Experience,Easy Interview,"I applied through a recruiter. I interviewed at Verizon (Ashburn, VA (US)) in June 2017.",Application,What did you do at your previous job? Â  Answer Question
24 May 2017,Anonymous Interview Candidate,Solutions Manager,No Offer,Negative Experience,Difficult Interview,I applied through other source. I interviewed at Verizon.,Application,why should i listen to you with your sales numbers? Â  1 Answer
