Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,Interview_Qs
"Feb 4, 2018","Anonymous Employee in Troy, MI",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at CVS Health (Troy, MI) in January 2018.",Application,Name a time you bent the rules. Â  Answer Question
"Jan 29, 2018","Anonymous Interview Candidate in Brighton, Erie, NY",Pharmacy Technician Trainee Interview,Declined Offer,Positive Experience,Easy Interview,"I applied online. The process took 1+ week. I interviewed at CVS Health (Brighton, Erie, NY) in January 2018.",Application,What would you do if an irate and confrontational customer singled you out and started yelling at you? Â  Answer Question
"Jan 26, 2018","Anonymous Employee in Orlando, FL",Order Picker Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 days. I interviewed at CVS Health (Orlando, FL) in January 2018.",Application,How do you feel about working on a team? Â  Answer Question
"Jan 19, 2018",Anonymous Interview Candidate,Operations Supervisor Interview,No Offer,Positive Experience,Easy Interview,I interviewed at CVS Health in January 2018.,Application,"Why CVS?

What do I know about CVS?

What can I bring from my last job?

What do you think an Operations Supervisor does? Â  Answer Question"
"Jul 25, 2018","Anonymous Employee in San Diego, CA",Pharmacy Clerk/Cashier Interview,Accepted Offer,Positive Experience,Average Interview,"I applied in-person. I interviewed at CVS Health (San Diego, CA) in January 2018.",Application,They asked me whether or not I had experience in retail and how I was able to manage angry customers. Â  Answer Question
"Mar 24, 2020","Anonymous Employee in Philadelphia, PA",Sales Associate/Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at CVS Health (Philadelphia, PA) in January 2018.",Application,why do you want to work for CVS? Â  Answer Question
"Feb 4, 2020","Anonymous Employee in Auburn, CA",Pharmacy Technician Interview,Accepted Offer,Neutral Experience,Average Interview,"I applied in-person. The process took 5 days. I interviewed at CVS Health (Auburn, CA) in January 2018.",Application,Why would you like to come work for the company Â  1 Answer
"Jan 20, 2020","Anonymous Employee in Los Angeles, CA",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Los Angeles, CA) in January 2018.",Application,Where do you see yourself in five years? Â  1 Answer
"Jan 21, 2020","Anonymous Employee in Amherst, MA",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 2 weeks. I interviewed at CVS Health (Amherst, MA) in January 2018.",Application,Do you enjoy retail Â  1 Answer
"Dec 24, 2017",Anonymous Interview Candidate,Analyst Interview,No Offer,Negative Experience,Average Interview,I applied online. The process took 4+ weeks. I interviewed at CVS Health.,Application,Tell me about a time where you disagreed with your manager. How did you resolve the disagreement? Â  Answer Question
"Dec 18, 2017",Anonymous Employee,Customer Care Representative Interview,Accepted Offer,Positive Experience,Average Interview,I applied in-person. The process took 3 weeks. I interviewed at CVS Health.,Application,Where do I see myself in ten years? Â  1 Answer
"Dec 3, 2017",Anonymous Employee,Pharmacist Interview,Accepted Offer,Neutral Experience,,I was interviewed at a job fair in pharmacy school by a Dallas manager. He offered me a full time position after the interview. They hire a lot of new grads knowing their work environment is not conducive to retention and many will quit.,Application,Advancement Â  Answer Question
"Dec 6, 2017","Anonymous Employee in Ponce, PR",Sales Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 3 weeks. I interviewed at CVS Health (Ponce, PR).",Application,"What I like of cvs?
Did I know about beauty products?
Describe myself in 3 words. Â  Answer Question"
"Mar 23, 2018","Anonymous Interview Candidate in Irving, TX",Account Manager Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 6 weeks. I interviewed at CVS Health (Irving, TX) in December 2017.",Application,An example of a time where you went above and beyond to assist a client. Â  Answer Question
"Jun 23, 2018","Anonymous Employee in Woonsocket, RI",Senior Analytics Consultant Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. I interviewed at CVS Health (Woonsocket, RI) in December 2017.",Application,"How would you form a TF-IDF matrix?
What is Word2Vec?
What features can be used for fraud detection in pharmacy prescription?
How would you solve a data problem?
Are you interviewing with other employers? Â  Answer Question"
"Dec 7, 2017","Anonymous Interview Candidate in Atlanta, GA",Sales Associate/Cashier Interview,Declined Offer,Negative Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at CVS Health (Atlanta, GA) in December 2017.",Application,What days can you work? Â  Answer Question
"Dec 12, 2017","Anonymous Employee in Akron, OH",SALES CLERK Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Akron, OH) in December 2017.",Application,Would my past co workers say I was easy to get along with Â  1 Answer
"Feb 11, 2018",Anonymous Employee,Cashier Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at CVS Health in December 2017.,Application,How do you handled stressful situations with customers? Â  1 Answer
"Jan 10, 2018","Anonymous Employee in Atlanta, GA",Cashier Interview,Accepted Offer,Negative Experience,Average Interview,"I applied in-person. The process took 5 weeks. I interviewed at CVS Health (Atlanta, GA) in December 2017.",Application,What are 3 things that is important in retail? Â  Answer Question
"Sep 30, 2019","Anonymous Employee in New York, NY",Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at CVS Health (New York, NY) in December 2017.",Application,Why should we hire you? Â  Answer Question
"May 19, 2019","Anonymous Employee in Boston, MA",Sales Associate/Cashier Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ weeks. I interviewed at CVS Health (Boston, MA) in December 2017.",Application,Explain a time where you needed to step up and lead. Â  Answer Question
"Dec 20, 2017","Anonymous Employee in San Francisco, CA",Sales Associate/Cashier Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 5 days. I interviewed at CVS Health (San Francisco, CA) in December 2017.",Application,Please explain your best customer service experience. Â  Answer Question
"Jul 17, 2019",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at CVS Health in December 2017.,Application,What experience do you have relating to this job? Â  Answer Question
"Dec 1, 2017","Anonymous Employee in New Brunswick, NJ",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at CVS Health (New Brunswick, NJ) in December 2017.",Application,Why do you want to work for a Pharmacy Â  Answer Question
"Jan 14, 2019",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at CVS Health in December 2017.,Application,Long term goals Â  Answer Question
"Mar 24, 2019","Anonymous Employee in Sandy Springs, Fulton, GA",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4 weeks. I interviewed at CVS Health (Sandy Springs, Fulton, GA) in December 2017.",Application,Describe a time when you illustrated great customer service Â  Answer Question
"Jan 5, 2018","Anonymous Employee in New York, NY",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 1 day. I interviewed at CVS Health (New York, NY) in December 2017.",Application,Why do you want to work here? Â  Answer Question
"Jan 12, 2018","Anonymous Employee in New York, NY",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (New York, NY) in December 2017.",Application,What is your availability? Â  Answer Question
"Jan 12, 2018","Anonymous Employee in Mount Prospect, IL",Pharmacy Service Representative Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at CVS Health (Mount Prospect, IL) in December 2017.",Application,Tell me about a time you had conflict with a coworker. Â  Answer Question
"Nov 30, 2017","Anonymous Employee in Montclair, NJ",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at CVS Health (Montclair, NJ).",Application,Describe one situation in which you helped someone. Â  Answer Question
"Nov 28, 2017","Anonymous Employee in Austin, TX",Staff Pharmacist Interview,Accepted Offer,Neutral Experience,Average Interview,"I applied in-person. I interviewed at CVS Health (Austin, TX).",Application,Why our company over others Â  1 Answer
"Nov 7, 2017",Anonymous Employee,Account Manager Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took a week. I interviewed at CVS Health.,Application,How do you explain something to a customer they aren't familiar with? Â  Answer Question
"Nov 15, 2017",Anonymous Employee,Pharmacy Technician Trainee Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied online. The process took 3 weeks. I interviewed at CVS Health.,Application,Why CVS? Â  1 Answer
"Nov 13, 2017",Anonymous Interview Candidate,Pharmacist Interview,Declined Offer,Positive Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at CVS Health.,Application,Where do you see yourself in 5 years? Â  Answer Question
"Nov 8, 2017",Anonymous Interview Candidate,Consultant - Process Improvement () Interview,No Offer,Negative Experience,Average Interview,I applied through college or university. The process took 2+ months. I interviewed at CVS Health.,Application,"General behavioral questions.
Why CVS?
A case-based question on what format of communication one would use to get responses from Medicare users and ensure that you get the message across?
A case-based question on identifying errors in data. Â  Answer Question"
"Nov 6, 2017",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at CVS Health.,Application,What interests you about the field of pharmacy? Â  1 Answer
"Nov 7, 2017",Anonymous Interview Candidate,Pharmacy Technician Interview,Declined Offer,Positive Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at CVS Health.,Application,What is your biggest weakness? Â  1 Answer
"Nov 6, 2017",Anonymous Employee,Cashier Interview,Accepted Offer,Positive Experience,Average Interview,My manager asked about my previous work experience as well as my education. My manager also went over store polices. My manager also went over expectations of being an employee.,Application,Why do I want to work at CVS Health? Â  Answer Question
"Nov 21, 2017","Anonymous Employee in Fresno, CA",Training Store Manager Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Fresno, CA) in November 2017.",Application,"Store expectations, people training, metric results, pharmacy experience Â  Answer Question"
"Nov 1, 2017","Anonymous Employee in Orlando, FL",Work At Home Telephone Customer Service Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at CVS Health (Orlando, FL) in November 2017.",Application,What is something that management has advised you and how did you react? Â  Answer Question
